SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_PHONE,REGION_RATING_CLIENT,HOUR_APPR_PROCESS_START,REG_CITY_NOT_WORK_CITY,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_TYPE_SUITE_Family,NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_Commercialassociate,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Highereducation,NAME_EDUCATION_TYPE_Secondarysecondaryspecial,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Singlenotmarried,OCCUPATION_TYPE_Laborers,WEEKDAY_APPR_PROCESS_START_FRIDAY,WEEKDAY_APPR_PROCESS_START_MONDAY,WEEKDAY_APPR_PROCESS_START_THURSDAY,WEEKDAY_APPR_PROCESS_START_TUESDAY,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,ORGANIZATION_TYPE_BusinessEntityType3,ORGANIZATION_TYPE_Selfemployed,FONDKAPREMONT_MODE_regoperaccount,HOUSETYPE_MODE_blockofflats,WALLSMATERIAL_MODE_Panel,WALLSMATERIAL_MODE_Stonebrick,DAYS_EMPLOYED_PERC,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_VAR,BURO_DAYS_CREDIT_ENDDATE_MIN,BURO_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_CREDIT_DAY_OVERDUE_MAX,BURO_CREDIT_DAY_OVERDUE_MEAN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,BURO_AMT_CREDIT_SUM_MAX,BURO_AMT_CREDIT_SUM_DEBT_MAX,BURO_AMT_CREDIT_SUM_DEBT_MEAN,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,BURO_AMT_CREDIT_SUM_LIMIT_MEAN,BURO_AMT_CREDIT_SUM_LIMIT_SUM,BURO_MONTHS_BALANCE_SIZE_SUM,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,BURO_CREDIT_CURRENCY_currency1_MEAN,BURO_CREDIT_TYPE_Consumercredit_MEAN,ACTIVE_DAYS_CREDIT_MIN,ACTIVE_DAYS_CREDIT_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,ACTIVE_AMT_CREDIT_SUM_MAX,ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,ACTIVE_MONTHS_BALANCE_SIZE_SUM,CLOSED_DAYS_CREDIT_MAX,CLOSED_DAYS_CREDIT_VAR,CLOSED_DAYS_CREDIT_ENDDATE_MIN,CLOSED_DAYS_CREDIT_ENDDATE_MAX,CLOSED_DAYS_CREDIT_ENDDATE_MEAN,CLOSED_CREDIT_DAY_OVERDUE_MAX,CLOSED_CREDIT_DAY_OVERDUE_MEAN,CLOSED_AMT_CREDIT_SUM_MAX,CLOSED_AMT_CREDIT_SUM_DEBT_MAX,CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,PREV_AMT_ANNUITY_MIN,PREV_AMT_ANNUITY_MAX,PREV_AMT_APPLICATION_MIN,PREV_APP_CREDIT_PERC_MIN,PREV_APP_CREDIT_PERC_MAX,PREV_AMT_DOWN_PAYMENT_MIN,PREV_AMT_DOWN_PAYMENT_MAX,PREV_AMT_GOODS_PRICE_MIN,PREV_HOUR_APPR_PROCESS_START_MIN,PREV_HOUR_APPR_PROCESS_START_MAX,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MAX,PREV_DAYS_DECISION_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_CNT_PAYMENT_SUM,PREV_NAME_CONTRACT_TYPE_Cashloans_MEAN,PREV_NAME_CONTRACT_TYPE_Consumerloans_MEAN,PREV_NAME_PAYMENT_TYPE_Cashthroughthebank_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_CLIENT_TYPE_New_MEAN,PREV_NAME_CLIENT_TYPE_Repeater_MEAN,PREV_CHANNEL_TYPE_Countrywide_MEAN,PREV_NAME_SELLER_INDUSTRY_Consumerelectronics_MEAN,APPROVED_CNT_PAYMENT_SUM,POS_MONTHS_BALANCE_MAX,POS_MONTHS_BALANCE_SIZE,POS_SK_DPD_MAX,POS_SK_DPD_DEF_MAX,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,INSTAL_DPD_MAX,INSTAL_DPD_MEAN,INSTAL_DPD_SUM,INSTAL_DBD_MAX,INSTAL_DBD_MEAN,INSTAL_DBD_SUM,INSTAL_PAYMENT_PERC_MAX,INSTAL_PAYMENT_PERC_MEAN,INSTAL_PAYMENT_DIFF_MAX,INSTAL_PAYMENT_DIFF_MEAN,INSTAL_PAYMENT_DIFF_SUM,INSTAL_PAYMENT_DIFF_VAR,INSTAL_AMT_INSTALMENT_MAX,INSTAL_AMT_INSTALMENT_MEAN,INSTAL_AMT_INSTALMENT_SUM,INSTAL_AMT_PAYMENT_MIN,INSTAL_DAYS_ENTRY_PAYMENT_SUM
103739,1,1,0,1,1,135000.0,675000.0,21906.0,675000.0,-26.632876712328766,1676.0,3447.0,2197.0,1,0,0,2,10,0,0.0,0.0,-0.0,1,0.0,0.0,3.0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.17241024585947948,0.2,45000.0,0.16226666666666667,0.032453333333333334,133.0,109.0,288.0,103.0,-987.0,-442.0,0.0,0.0,0.0,376920.0,-361829.025,-180914.5125,0.0,-0.0,-0.0,0.0,0.5,0.5,1.0,1.0,109.0,109.0,-987.0,7.0,376920.0,0.0,0.0,133.0,0.0,103.0,103.0,103.0,0.0,0.0,27000.0,-0.0,-0.0,0.0,-0.0,-0.0,2250.0,8878.68,0.0,0.9044801873420841,1.0,-0.0,0.0,45000.0,9.0,14.0,492.0,312.0,348.0,4.0,12.0,0.0,0.2,0.2,0.6,0.2,0.8,0.2,0.0,12.0,9.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,19.0,6.6,99.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,45921.15,9109.769999999999,136646.55,1.08,4720.0
262708,0,1,1,1,0,180000.0,808650.0,23305.5,675000.0,-47.53150684931507,407.0,9421.0,868.0,1,0,1,2,15,0,3.0,0.0,14.0,1,0.0,0.0,0.0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0.02345956539281803,0.22259321090706732,90000.0,0.129475,0.028820255982192542,2265.0,693.0,289832.56666666665,1248.0,-2984.0,-380.1666666666667,0.0,0.0,0.0,945000.0,-41278.725,-15540.345000000001,0.0,-32244.254999999997,-161221.275,0.0,0.3333333333333333,0.6666666666666666,1.0,0.5,1323.0,693.0,227.0,346.5,945000.0,0.0,0.0,998.0,275402.9166666667,1248.0,-2655.0,119.0,0.0,0.0,675000.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414685,0,0,1,1,0,405000.0,1035000.0,39550.5,1035000.0,-34.61095890410959,1288.0,5789.0,2598.0,1,0,0,2,18,1,0.0,0.0,1109.0,0,1.0,2.0,4.0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.10195519670703712,0.391304347826087,202500.0,0.09765555555555555,0.03821304347826087,1984.0,408.0,356065.1428571429,1404.0,-2140.0,-437.7142857142857,0.0,0.0,35982.0,1125000.0,-464278.5,-106538.25,0.0,-0.0,-0.0,0.0,0.42857142857142855,0.5714285714285714,1.0,0.8571428571428571,1513.0,408.0,-1249.0,11.333333333333334,540000.0,0.0,0.0,841.0,243468.33333333334,1404.0,-985.0,435.75,0.0,0.0,1125000.0,-0.0,-0.0,0.0,-0.0,-0.0,6459.075,39424.545,0.0,0.0,1.0,-0.0,0.0,140323.5,11.0,17.0,1109.0,76.0,574.75,28.0,84.0,0.5,0.25,0.25,0.5,0.25,0.75,0.0,0.25,24.0,24.0,14.0,0.0,0.0,3.0,0.0,0.0,0.0,45.0,6.661764705882353,453.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,314505.0,16732.450588235293,1137806.64,225.0,36450.0
155464,0,1,0,1,0,112500.0,248760.0,26118.0,225000.0,-55.92876712328767,1648.0,8194.0,3666.0,0,0,0,2,11,0,0.0,0.0,844.0,1,0.0,0.0,5.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11873272799052507,0.45224312590448623,112500.0,0.23216,0.10499276410998552,1836.0,177.0,236032.10000000003,1530.0,-187.0,1021.1,0.0,0.0,0.0,283027.5,-0.0,-0.0,0.0,-0.0,-0.0,457.0,0.1,0.9,1.0,1.0,177.0,177.0,-187.0,12.0,170100.0,0.0,6.0,1084.0,65569.44444444445,1530.0,385.0,1155.3333333333333,0.0,0.0,283027.5,-0.0,-0.0,0.0,-0.0,-0.0,4500.0,23723.55,0.0,0.9380863039399625,1.4286194578693003,-45895.5,45895.5,90000.0,15.0,18.0,844.0,341.0,424.8333333333333,6.0,24.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,24.0,3.0,22.0,0.0,0.0,2.0,0.0,0.0,0.0,77.0,19.05,381.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,112451.265,20274.817499999997,405496.35,10562.67,9805.0
360070,0,1,0,0,0,90000.0,270000.0,13500.0,270000.0,-40.43561643835616,6199.0,8361.0,4738.0,1,0,0,2,10,0,1.0,0.0,1534.0,0,0.0,0.0,3.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.42001490615895387,0.3333333333333333,45000.0,0.15,0.05,2595.0,61.0,696136.4761904762,2290.0,-125.0,721.7142857142857,0.0,0.0,0.0,117855.0,-48181.5,-14799.0,0.0,-0.0,-0.0,0.0,0.2857142857142857,0.7142857142857143,1.0,0.8571428571428571,1238.0,61.0,175.0,56.0,90000.0,0.0,0.0,198.0,754309.7,2290.0,15.0,1000.4,0.0,0.0,117855.0,-0.0,-0.0,0.0,-0.0,-0.0,3680.235,25581.285,24705.0,0.9099600456621004,1.0734285184498424,-0.0,2605.5,24705.0,11.0,14.0,2317.0,426.0,1082.0,9.2,46.0,0.0,1.0,0.8,0.8,0.2,0.8,0.6,0.0,46.0,8.0,45.0,14.0,14.0,2.0,15.0,1.4791666666666667,71.0,40.0,14.166666666666666,680.0,1.0,0.8333333333333334,-12603.465,-825.8325,-39639.96,4047177.5249553216,130758.48,11500.951874999999,552045.69,208.215,58146.0
129973,0,1,0,0,0,247500.0,2025000.0,101250.0,2025000.0,-34.271232876712325,2641.0,6568.0,2455.0,1,0,1,2,18,0,0.0,0.0,470.0,0,0.0,0.0,0.0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.2111279878487489,0.12222222222222222,123750.0,0.4090909090909091,0.05,231.0,37.0,18818.0,7.0,-497.0,-245.0,0.0,0.0,0.0,202500.0,-172071.0,-86035.5,0.0,-0.0,-0.0,0.0,1.0,0.0,1.0,0.5,231.0,37.0,7.0,98.0,202500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402228,0,0,1,1,2,135000.0,1247472.0,52983.0,1147500.0,-38.657534246575345,1937.0,1395.0,4769.0,1,0,0,2,8,0,7.0,0.0,2562.0,0,0.0,1.0,0.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0.1372785258681786,0.10821886182615723,33750.0,0.3924666666666667,0.0424722959713725,2577.0,1627.0,264158.3333333333,2211.0,531.0,1606.3333333333333,0.0,0.0,0.0,270000.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1627.0,264158.3333333333,2211.0,531.0,1606.3333333333333,0.0,0.0,270000.0,-0.0,-0.0,0.0,-0.0,-0.0,3980.43,6960.69,13486.5,0.9099346854589206,1.0,-0.0,0.0,13486.5,11.0,15.0,2562.0,35.0,1182.25,9.0,36.0,0.0,1.0,1.0,0.25,0.0,0.75,0.5,0.5,36.0,1.0,36.0,0.0,0.0,1.0,2.0,0.08823529411764706,3.0,36.0,6.4411764705882355,219.0,1.0,0.9705882352941176,-6874.83,-204.72617647058823,-6960.69,1389261.3339152406,6960.69,6422.069117647059,218350.35,85.86,47638.0
273732,0,1,0,0,0,63000.0,143910.0,15241.5,135000.0,-45.53972602739726,1854.0,461.0,90.0,1,1,0,2,13,0,0.0,0.0,2372.0,1,0.0,0.0,1.0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.11153892431717001,0.4377736085053158,31500.0,0.24192857142857144,0.10590994371482176,2587.0,1179.0,991232.0,760.0,-648.0,56.0,0.0,0.0,0.0,1350000.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1179.0,991232.0,760.0,-648.0,56.0,0.0,0.0,1350000.0,-0.0,-0.0,0.0,-0.0,-0.0,2076.975,22317.03,16195.5,0.8632596685082873,1.0,-0.0,0.0,16195.5,10.0,13.0,2372.0,1166.0,1924.0,24.0,72.0,0.5,0.5,1.0,0.25,0.25,0.75,0.75,0.25,72.0,22.0,42.0,0.0,0.0,2.0,9.0,0.3953488372093023,17.0,102.0,21.53488372093023,926.0,1.0,0.9302325581395349,-21261.239999999998,-1557.0020930232558,-66951.09,28905923.150866933,481986.99,24085.04860465116,1035657.09,1055.79,66809.0
214816,0,1,0,0,1,112500.0,679500.0,19867.5,679500.0,-43.02739726027397,414.0,8245.0,4435.0,1,0,1,2,11,1,4.0,0.0,238.0,1,0.0,0.0,3.0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0.026361031518624643,0.16556291390728478,37500.0,0.1766,0.02923841059602649,772.0,331.0,36459.33333333333,407.0,-27498.0,-7468.25,0.0,0.0,0.0,294300.0,-263884.5,-146561.01750000002,0.0,-1916.055,-7664.22,0.0,0.75,0.25,1.0,0.75,674.0,331.0,-1287.0,44.0,294300.0,0.0,0.0,772.0,0.0,407.0,407.0,407.0,0.0,0.0,90000.0,-0.0,-0.0,0.0,-0.0,-0.0,6750.0,17549.55,0.0,1.0,1.0704648276414301,-4500.0,18045.0,43155.0,10.0,12.0,1920.0,238.0,678.375,15.2,76.0,0.375,0.375,0.5,0.625,0.25,0.625,0.25,0.125,70.0,1.0,28.0,0.0,0.0,2.0,0.0,0.0,0.0,25.0,6.08,152.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,30858.84,13923.6624,348091.56,6856.965,23394.0
413743,0,1,0,1,0,270000.0,781920.0,23836.5,675000.0,-57.29041095890411,1648.0,12496.0,4475.0,0,0,0,3,12,0,0.0,0.0,2.0,0,4.0,0.0,0.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0.11873272799052507,0.3453038674033149,135000.0,0.08828333333333334,0.030484576427255987,732.0,21.0,40236.91025641026,28.0,-1017.0,-363.9,0.0,0.0,0.0,450000.0,-424413.0,-67889.86363636363,0.0,-0.0,-0.0,0.0,0.5384615384615384,0.46153846153846156,1.0,0.38461538461538464,732.0,23.0,-190.0,26.285714285714285,450000.0,0.0,0.0,21.0,10410.266666666666,28.0,-1017.0,-226.8,0.0,0.0,234382.5,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266043,0,1,0,0,2,126000.0,735579.0,37687.5,585000.0,-30.065753424657533,2151.0,179.0,2766.0,1,0,0,2,13,0,1.0,0.0,528.0,1,0.0,1.0,0.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0.1960087479496993,0.1712936339944452,31500.0,0.29910714285714285,0.05123514945369566,128.0,128.0,0.0,-1043.0,-1043.0,-1043.0,0.0,0.0,0.0,382500.0,-109521.0,-109521.0,0.0,-0.0,-0.0,5.0,1.0,0.0,1.0,0.0,128.0,128.0,-1043.0,65.0,382500.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11407.815,11407.815,116280.0,0.9044768805348454,0.9044768805348454,-0.0,0.0,116280.0,15.0,15.0,528.0,528.0,528.0,12.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,12.0,11.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0,43.0,23.285714285714285,163.0,2.9442973961271286,1.351231715161966,-0.0,4798.285714285715,33588.0,76822338.18950355,61383.6,19093.274999999998,133652.925,9091.17,3162.0
296462,0,1,0,0,0,108000.0,142200.0,9387.0,112500.0,-33.14520547945205,2226.0,5915.0,4053.0,1,1,0,2,9,0,4.0,2.0,1.0,1,1.0,0.0,1.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.18399735493469996,0.759493670886076,54000.0,0.08691666666666667,0.0660126582278481,1905.0,71.0,546009.9047619049,1602.0,-1030.0,434.8,0.0,0.0,0.0,724500.0,-398718.0,-132054.0,0.0,-5457.51,-27287.550000000003,42.0,0.5714285714285714,0.42857142857142855,1.0,0.5714285714285714,561.0,71.0,-526.0,15.25,724500.0,0.0,22.0,1443.0,55337.33333333333,1602.0,896.0,1243.3333333333333,0.0,0.0,135382.5,-0.0,-0.0,0.0,-0.0,-0.0,22680.045,22680.045,225000.0,0.9099181073703366,0.9099181073703366,0.0,0.0,225000.0,14.0,14.0,912.0,912.0,912.0,18.0,18.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,18.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,4.25,51.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,134019.63,31958.34375,383500.125,22680.045,8655.0
201921,1,0,1,0,0,202500.0,269550.0,24853.5,225000.0,-44.054794520547944,1167.0,1226.0,4372.0,1,0,0,2,10,0,4.0,1.0,856.0,1,0.0,0.0,3.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.07257462686567165,0.7512520868113522,101250.0,0.12273333333333333,0.09220367278797997,1151.0,191.0,101609.64835164836,998.0,-909.0,333.6923076923077,0.0,0.0,674.2607142857142,2070095.085,-1849125.51,-162343.7925,0.0,-72.08624999999999,-865.035,0.0,0.14285714285714285,0.8571428571428571,1.0,0.7857142857142857,333.0,191.0,-909.0,18.0,2070095.085,0.0,0.0,227.0,98329.33333333334,998.0,46.0,437.25,0.0,0.0,453114.0,-0.0,-0.0,0.0,-0.0,-0.0,2250.0,77577.165,0.0,0.0,1.0050403921839397,-0.0,6552.0,40671.0,11.0,19.0,856.0,13.0,347.4736842105263,10.533333333333333,158.0,0.15789473684210525,0.5789473684210527,0.5263157894736842,0.631578947368421,0.05263157894736842,0.9473684210526315,0.21052631578947367,0.42105263157894735,86.0,1.0,34.0,0.0,0.0,3.0,0.0,0.0,0.0,47.0,12.384615384615385,322.0,5.021159715499059,1.1642247766270961,-0.0,5179.441153846154,134665.47,466101262.1263847,216640.755,41518.249615384615,1079474.49,6505.695,12581.0
263597,0,0,0,0,1,157500.0,180000.0,9000.0,180000.0,-38.40821917808219,230.0,7871.0,4178.0,1,0,0,2,11,1,1.0,1.0,1382.0,0,0.0,2.0,2.0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0.01640630572794065,0.875,52500.0,0.05714285714285714,0.05,635.0,635.0,0.0,482.0,482.0,482.0,0.0,0.0,0.0,17325.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0,0.0,482.0,482.0,482.0,0.0,0.0,17325.0,-0.0,-0.0,0.0,-0.0,-0.0,3328.875,15060.735,0.0,0.8245110649384915,1.1130099228224917,-1845.0,1845.0,18171.0,12.0,13.0,1382.0,49.0,657.3333333333334,9.0,18.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,18.0,10.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,21.0,9.428571428571429,132.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,68933.88,13881.198214285716,194336.77500000002,3328.875,10982.0
324707,0,1,0,0,0,112500.0,760225.5,32337.0,679500.0,-56.76164383561644,1648.0,2735.0,2274.0,0,0,1,2,11,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11873272799052507,0.14798240785135464,56250.0,0.28744,0.042536063312793373,1436.0,255.0,229386.16666666666,1133.0,-612.0,327.5,0.0,0.0,0.0,868500.0,-711292.5,-192489.3,0.0,-0.0,-0.0,172.0,0.3333333333333333,0.6666666666666666,1.0,0.8333333333333334,734.0,255.0,-476.0,49.5,868500.0,0.0,34.0,613.0,215667.33333333334,1133.0,282.0,763.25,0.0,0.0,191362.5,-0.0,-0.0,0.0,-0.0,-0.0,2520.0,19860.39,27999.0,0.9497786597466036,1.298888360223193,-0.0,36000.0,27999.0,10.0,13.0,2687.0,796.0,1672.0,4.0,12.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1.0,12.0,20.0,13.0,0.0,0.0,3.0,11.0,0.1,11.0,30.0,1.8272727272727274,201.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,38949.345,2191.5695454545453,241072.65,4.455,156742.0
415600,0,1,0,0,0,180000.0,675000.0,35419.5,675000.0,-63.70958904109589,1648.0,10046.0,4787.0,0,0,0,2,9,0,7.0,0.0,3115.0,0,0.0,0.0,1.0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0.11873272799052507,0.26666666666666666,90000.0,0.196775,0.05247333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17549.73,38320.56,0.0,0.907737554918122,1.0,-0.0,0.0,159543.0,9.0,14.0,656.0,209.0,392.75,26.0,52.0,0.75,0.25,0.5,0.75,0.0,0.25,0.0,0.0,52.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,14.3,143.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,17549.73,17548.7895,175487.895,17540.325,1643.0
284671,0,1,0,0,0,135000.0,675000.0,24799.5,675000.0,-52.4027397260274,1648.0,926.0,1409.0,0,0,0,2,11,0,0.0,0.0,533.0,0,0.0,0.0,1.0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0.11873272799052507,0.2,67500.0,0.1837,0.03674,909.0,217.0,159621.33333333334,179.0,-1062.0,-465.0,0.0,0.0,0.0,369000.0,-330399.0,-110133.0,0.0,-0.0,-0.0,68.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,909.0,217.0,-512.0,18.0,369000.0,0.0,38.0,909.0,0.0,179.0,179.0,179.0,0.0,0.0,270000.0,-0.0,-0.0,0.0,-0.0,-0.0,5838.435,5838.435,62550.0,1.0,1.0,-0.0,0.0,62550.0,14.0,14.0,533.0,533.0,533.0,12.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,12.0,6.0,13.0,0.0,0.0,1.0,2.0,0.15384615384615385,2.0,31.0,5.230769230769231,68.0,1.0,0.9230769230769231,-5745.915,-449.11038461538465,-5838.435,2533499.7791019226,5838.435,5838.320769230769,75898.17,92.52,4372.0
119517,0,1,0,1,1,130500.0,540000.0,23917.5,540000.0,-37.84931506849315,372.0,7623.0,4417.0,1,0,0,1,16,0,1.0,0.0,677.0,1,0.0,0.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.026927252985884907,0.24166666666666667,65250.0,0.1832758620689655,0.04429166666666667,1584.0,491.0,162514.38636363635,1462.0,-30948.0,-2153.5,0.0,0.0,0.0,805500.0,-607410.0,-79809.95454545454,0.0,-0.0,-0.0,301.0,0.25,0.75,1.0,0.8333333333333334,1091.0,491.0,-876.0,34.333333333333336,805500.0,0.0,70.0,540.0,162988.86111111112,1462.0,247.0,772.4444444444445,0.0,0.0,225000.0,-0.0,-0.0,0.0,-0.0,-0.0,4965.255,4965.255,60795.0,1.25,1.25,-12159.0,12159.0,60795.0,14.0,14.0,677.0,677.0,677.0,12.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,12.0,15.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,52.0,32.142857142857146,225.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,27529.38,8188.7014285714295,57320.91,4965.255,4082.0
